user,rating,date,review
poupybodi,"4,0",1 juin 2019,"Modèle choisi pour remplacer un Huawei P9 Lite. Qualité globale en hausse, capacité de stockage parfaite. Juste une petite déception : l'appareil photo, malgré le rajout de nouveaux effets, ne me semble pas vraiment en réel progrès par rapport au P9. Mais globalement, ça reste du bon matériel avec un très bon rapport qualité/prix/prestations."
christian adam,"5,0",6 janvier 2019,Super téléphone malgré sa batterie de dimension plutôt légère à une autonomie de 48 heures ce qui n'est pas mal photos de qualité les films nickel petit problème de réglage au niveau de la messagerie rien de méchant pour changer les couleurs et le vibreur en alarme hormis ça tout va bien
Client d'Amazon,"5,0",10 novembre 2018,Utilisatrice du p10 lite qui n à aucun défaut.... J ai pris le p20 lite en bleu pour mon Noël. Le bleu est magnifique. La nouvelle forme du téléphone est plus élégante. Pas de défaut pour moi. Je recommande à 100%
Mina,"5,0",14 mai 2019,"Conforme et très bon smartphone, photos top"
Client d'Amazon,"5,0",8 mars 2019,"Je suis vraiment satisfaite! Recommandé par un ami alors que je voulais m'acheter le Samsung S9 (ce qui coûtait relativement plus cher), je me retrouve avec la même qualité que ce dernier, pour un prix très raisonnable! Rien à redire sur la qualités des photos/vidéos, c'est vraiment génial. Il est vraiment très fluide et l'écran est très beau, et j'ai pu récupérer toute mes données de mon ancien téléphone en un rien de temps! N'hésitez surtout pas!"
florian,"4,0",25 décembre 2018,"très bon Smartphone
facile a utiliser et de qualité
prend de très belle photos
je le recommande"
lisan,"5,0",6 janvier 2019,Un très bon téléphone androïde que je recommande vivement très facile d’utilisation mais pour quand même pas pour personne âge un difficile au début très beau et fonctionnel et fait de très belles photos
Seysu,"5,0",31 décembre 2018,"Alors, la génial ! J'étais surpris du téléphone il est vraiment génial très facile à apprendre il y a une reconnaissance facile très développé j'ai rien d'autre à ajouter que c'est un téléphone parfait ! Juste pour les grands amateurs de photo / vidéo c'est pas toptop"
ALD,"5,0",4 janvier 2019,"Très bon smartphone. Largement suffisant.
Photo correct
Autonomie correct
Recharge rapide
Ma femme est ravie... Moi aussi"
Mymy27670,"5,0",9 décembre 2018,"Produit neuf
Téléphone très réactif
Léger. Utilisation très facile
Je suis ravie moi qui passe d'un Samsung s6 à ce Huawei p20 lite"
MAELYS ,"5,0",26 mai 2019,"Fluide, rapide, un effort à été fait sur la luminosité, on peut s'en servir dehors avec du soleil, photos de bonne qualité même dans l'obscurité, super tel, pour le prix il n'y a pas plus performant"
sof,"5,0",3 mars 2019,"Tout ce que j'attendais d'un portable 📱 voire plus... Fini les Samsung je reste sur la marque Huawei
Je recommande vivement, n'hésitez surtout pas.."
morel Martine,"4,0",12 mars 2019,"Très bon produit, avec un prix tout à fait intéressant par rapport à Samsung ou iPhone
Compatible avec le réseau français, de très belles photos, facile pour moi qui suit pas toujours très doué avec les portables
Je recommande pas du tout déçue
Arrivé un jour avant"
Cestaurel,"5,0",30 juillet 2018,Ce téléphone est super que ce soit niveau qualité ou niveau batterie. Rien à dire je le recommande
N'Oriane,"4,0",27 avril 2019,"Téléphone bien arrivé, il est vraiment beau. Je le trouve fluide, bonne connexion, facile d'utilisation, bonne photos.
2 bémols : il ne fonctionne pas avec le chargeur universel ; lors de la première utilisation il a pas mal chauffer en haut. Maintenant il chauffe beaucoup moins mais toujours un peu. Cette chaleur risque d'abîmer les composants dans le temps, donc à voir sur longue durée."
Lo,"4,0",22 mars 2019,"Téléphone de bonne facture, écran agréable, réactivité très correcte (pas de ralentissement du système, capteur digital rapide), emplacements microSD et mini jack très appréciables, charge rapide, bon design. Beaucoup de qualités mais... appareil photo vraiment médiocre, les couleurs sont tristement ternes, le bruit est important, c'est vraiment sur l'appareil photo qu'on comprend qu'on n'a pas acheté du haut de gamme. Pour le reste, c'est un très bon téléphone."
gaubert,"5,0",5 mai 2019,"Très bonne transaction. Arrive en bon état. Je vous envoi rapide. Bon rapport qualité. Seul bémol, je m'attendais à une qualité de photo beaucoup mieux que le p8."
Vitali,"4,0",7 juin 2019,"l'appareil photo (nickel),C'est un smartphone d'un excellent rapport qualité/prix.
Offert à mon épouse en remplacement de son redmi, elle est ravie.
Portable très bien, fluide, mais batterie qui ne tien pas longtemps (je le recharge tous les 2 jours)."
franck cerato,"5,0",30 avril 2019,"Téléphone pour mon fils de 13 ans.
Un peu grand mais de très bonne facture.
Il est très content depuis 1 semaine."
fouquet armel,"5,0",14 avril 2019,"Pas de souci le téléphone convient à la version française
Il fonctionne très bien et conforme à mes attentes
Apparemment garantie 2 ans selon la personne à qui je l'ai acheté
En espérant que je n'ai pas besoin de faire appel à lui"
Client d'Amazon,"5,0",3 mars 2019,"Enfin un excellent téléphone qui ne ressemble pas à une cabine téléphonique avec son format raisonnable qui tient bien dans la main et qui ne prend pas trop de place dans la poche. De plus Huawei est une des seules marque qui peut envoyer des groupés sans aucun problème (70 personnes différentes d'un coup) j'ai tester Samsung, Sony et Asus impossible Aves ces marques. Il fait de très belles photos. Je recommande ce téléphone."
Jen Kéo Guyom,"5,0",24 mars 2019,Très bon produit rapport qualité prix au top. Je suis vraiment très satisfaite de cette marque alors que j'avais des réticences.
Client d'Amazon,"5,0",11 mai 2019,"Le téléphone est conforme à sa description. Agréable à manipuler, performant, avec une batterie qui tient la journée sans problème. Bonne qualité des photos.
Seul bémol : l'identification de l'appelant ne marche pas pour les numéros enregistrés au format international"
Olive,"5,0",17 janvier 2019,"Je suis satisfaite, l'espace de stockage, la qualité photo, le design et la facilité d'utilisation.
Je voulais le rose pour des raisons esthétique mais il était un peu plus cher. Je me suis contentée du noir et je ne suis pas déçue."
Nyny,"1,0",18 avril 2019,"Vraiment déçu ! Produit reçu avec boîte déjà ouvert ! Inadmissible pour le prix. Après première utilisation, il présente déjà des beug.. On voit qu'il a sûrement été reconditionné. Je ne recommande pas du tout ! À fuire de toutes urgence !!!!!!!"
Adeline ,"5,0",24 juillet 2018,"Je l'adore, ce téléphone est parfait. Je les commandé vendredi en prime il est arrivé aujourd'hui avec colis privé dans un bonne état. Je recommande fortement ce téléphone. Très bon rapport qualité prix."
Matt972,"5,0",9 mai 2019,"Livraison dans les temps.
Le téléphone est arrivé dans sa boîte emballé avec tous les accessoires
Le téléphone fonctionne très bien."
Client d'Amazon,"5,0",4 novembre 2018,"J'adore ce téléphone facile à configurer.
De bonne qualité avec un bon prix.
À recommander"
CHRIS,"5,0",19 mai 2019,"Remplacement de mon P10 par ce P20 Lite
Prise en main facile, transfére de mes données impeccable.
La première chose qui saute aux yeux c'est la qualité
de la résolution de l'écran nettement supérieure au P10.
Pour le reste c'est juste une bonne évolution
du P10 LITE qui était déjà un petit bonheur pour son prix"
guerin,"5,0",9 janvier 2019,"Tout à fait satisfaite de mon achat. Facile d'utilisation, appareil photo nickel, toute les options sont très facile à appliquer. Je recommande ce téléphone."
Roussel,"5,0",27 avril 2019,"Pour l'instant très satisfait, très fluide, fonctionnement impeccable, taille idéale pour sac à main !"
Yéro S.,"2,0",14 mai 2019,"J'ai reçu mon téléphone avec une petite fissure derrière mais je me suis dit c'est pas grave, je vais pas le retourner à cause de ça. Mais ce que j'ai pas aimé sur ce portable est qu'il est trop lisse, il glisser facilement dans tes mains et tombe. C'est ce qui m'est arrivé, il est tombé une seule fois et s'est cassé alors que je l'ai eu il y'a juste un mois.
Je suis dégouté 😞"
Ymel74,"4,0",5 novembre 2018,"L'appareil est compacte et léger. Fonctionne correctement. Bonne fluidité. Le seul point négatif a mon gout c'est la surcouche Huawei. Android pur est si agréable, pourquoi en rajouter !"
Cricri,"4,0",12 mars 2019,"Très bon produit, reçu rapidement et bien emballé..... Mon problème, je n'ai pas fait attention qu'il fallait une nano sim....
Sinon, moi qui ait toujours eu des Samsung je dois faire attention aux touches... Et les enfants ne peuvent plus me le prendre en cachette sans l'empreinte de mon index...
Je ne regrette pas mon achat et recommande le vendeur."
Alain R.,"4,0",26 avril 2019,"Très content de la capacité de stockage par rapport à la gamme lite de ce tel
Mise en service rapide
Possibilité d'installer une 2eme carte SIM ou une carte SD pour augmenter la mémoire de stockage.
Reconnaissance par empreinte digitale ou faciale.
Appareil photo très satisfaisant pour une utilisation courante
Je recommande pour une utilisation courante."
corinne,"5,0",2 mars 2019,Facile a utilisé très bon smartphone les autres marques .Je possède un S9 et franchement rien de plus
Mrt.Dusky,"4,0",14 février 2019,Se portable est très bien il a une grande capacité de mémoire mais après 6 à 8 mois la charge commandé à défaillir dommage
Peggy Monia,"5,0",3 juin 2019,Appareil très fluide et une prise en main parfaite. Je le conseille sans hésiter '
Mc@th,"5,0",8 mai 2019,"Livraison 3 jours avant la date prévu !
Prise en main facile ! 😋
Je passe d un P8 à un P20 c est au top !
Avec l app Phone Clone j ai pu transférer d un appareil à l autre sans rien perdre !
Convivial. Ludique. 👍👍
Le moins = déçu des dimensions de l écran !
Pas assez large 😞"
Client d'Amazon,"5,0",15 janvier 2019,Très bon produit tout à fait ce que j'attendais prix et livraison très rapide et sérieux je vous le recommande vivement
aissatou  soumah,"5,0",24 mars 2019,Jadoeeeeee 😍😍 rien a dire que wowww 😍😍 j'ai pas encore tester la reconnaissance faciale mais j'adoreeee 👌
CAMPFORT,"4,0",15 décembre 2018,"Utilisatrice modérée, supporte les Gilets Jaunes, bon appareil, comparable au Samsung, affichage de belle qualité, système android à l'instar de Samsung, photos de très bonne qualité, simple d'utilisation, prix en promo avec package de protection."
Client d'Amazon,"5,0",8 janvier 2019,"J'adore ce téléphone il est enfin à moi, et pour le prix franchement c'est très recommandable !
Plus besoin de déboursé des sommes folles pour le même rendu de qualité avec ce Huawei p20 Lite !"
Catherine DENAT,"5,0",18 mars 2019,"C'est mon fils qui l'a mis en route. Et je m'en sers quotidiennement, il est facile d'usage, fait de super photos, pratique et fiable. Moi qui ne connaissais pas cette marque et m'en méfiais un peu je le conseille à tout le monde !!!! Voilà très contente de mon achat."
Septsault,"5,0",19 mai 2019,"Quelle bonne surprise ! Ce produit m'avait été recommandé par un ami. Il est très bien. Réactif, avec une très bonne autonomie, une  capacité de stockage extra, je ne peux que le recommander."
Phil.g,"1,0",15 janvier 2019,"Au départ plutôt très content du Huawei p20 lite, mais 3 mois après déçu ! En cause l'empreinte digitale ne fonctionne plus. Après plusieurs tentatives infructueuses de réinstallation de celle-ci je suis très mécontent."
flayer,"5,0",1 février 2019,"Le P20 lite est super pour le prix, je le recommande il remplace mon Samsung S8, il est pas loin d'être équivalent, juste attention sur les photos dans les endroits sombre."
marina mura,"3,0",26 décembre 2018,Le téléphone en soit il est très bien mais je m'attendais à mieux parce que ça fait 15 jours que je l'ai et il commence à bugger déjà
 Amandine,"5,0",4 janvier 2019,"Bonjour, j'ai acheter ce smartphone le 2 janvier je vient de le recevoir. Je suis impressionné par la taille de l'écran, très rapide d'utilisation. La qualité d'image est génial. Niveau batterie il  y as l'air de bien tenir.
Comparé à mon Samsung A5 je peut dire que Huawei a mis la barre haute.
Je le conseils vivement.
Merci à Amazon.com pour l'envoie rapide."
Fred95,"5,0",27 décembre 2018,"Rapide, beau, écran très lisible, les photos sont correctes, il est beaucoup mieux que mon vieux Lumia 830 😊 Pour le moment, je ne vois pas de grands défauts !"
Affriat,"1,0",22 février 2019,Téléphone sympa mais souffre d'un problème dès que je l'ai reçu le capteur de gravité et d'autres capteur ne fonctionne pas donc je ne peux pas avoir la boussole ni avoir le changement d'orientation
Stephane Braun,"5,0",18 mai 2019,"Super smartphone, bonne qualité, léger, maniable, fonctionnel,... je l'adore"
kokanpatte,"5,0",6 mai 2019,"Superbe téléphone rien à dire mais l'écran aurait été meilleure amoled
Si non un turie"
CLAUDE MAURICE,"5,0",4 juin 2019,je ne connaissais pas la marque mais après avoir acheté ce télephone j'ai adopté huawei
Lio,"5,0",27 avril 2019,Facile d'utilisation et rapport qualité prix excellent
Client d'Amazon,"5,0",5 juin 2019,"Usage standard téléphonie, sms/mms, e-mail, photos/vidéo et navigation Internet en Europe.
Appareil confortable avec fonction de récupération configuration d'un modèle précédent réalisée à 80%"
Maréchal F.,"5,0",19 avril 2019,"J'aime beaucoup ce téléphone, il est léger, d'un visuel très sobre , je viens à peine  de le régler, ce n'est pas trop compliqué ( j'ai 75 ans ) !!!!"
boulette,"1,0",31 janvier 2019,Le mobile envoyé n'est pas un Huwaie mais un mobile d'une marque inconnue
morel,"5,0",11 décembre 2018,"Je suis très satisfaite de mon téléphone, léger, beau, agréable à manipuler. La batterie tient très bien ( elle est neuve dc bon normal), l’esthétique du téléphone est vraiment sympa, les applications aussi. Photo / vidéo super qualité. Je recommande ce téléphone !"
Tifaine S.,"5,0",29 avril 2019,"Le meilleur téléphone pour le prix. Qualité photo excellente, bonne mémoire, reconnaissance facile enfin toutes les fonctionnalités d'un téléphone à 800euros alors qu'il n'en vaut que 200."
Alexandre T.,"5,0",12 janvier 2019,"Après 1 mois d'utilisation, le ressentit général est assez positif, bonne autonomie."
Christophe,"5,0",27 octobre 2018,"Reconnaissance faciale empreinte digitale
Mot de passe
Look très simpa
Je ne regrette pas mon achat"
philosophe,"5,0",26 avril 2019,"un très bon appareil,de très belles photos,et surtout petit prix!"
Amazon Customer,"5,0",12 mai 2019,"J'ai été totalement convaincu par ce téléphone, non seulement son design est juste d'une pure beauté mais en plus son utilisation est simple et les photos. Oohlallala elles sont justes splendide avec ça même plus besoin de faire des retouches."
Rb,"5,0",9 février 2019,"C'est un téléphone avec un grand potentiel pour le prix.
J'apprécie : le design la légèreté la qualité de l'écran et l'appareil photo.
Le seul petit point négatif : la batterie. (pour une utilisation modérée elle tiendra toute la journée)"
mac2b,"3,0",31 janvier 2019,Tres bon telephone mais attention il n’y a pas de notice en français
Abbans,"5,0",21 mars 2019,"Pour l'heure, que des félicitations..."
Aurel078,"1,0",5 décembre 2018,"Bonjour,
Très déçu du téléphone, il est impossible de mettre le téléphone en mode paysage. La rotation automatique ne fonctionne pas. C'est dommage car sinon le téléphone a l'air bien..."
Client d'Amazon,"2,0",22 janvier 2019,"J'ai acheté ce téléphone pour mon anniversaire. L'option Rotation automatique ne fonctionne pas. Je l'ai remarqué pas tout de suite car je n'utilise pas cet option souvent. En outre, la batterie ne tiens pas long temps. Je suis obliqué de la recharger une fois par jour au moins. Je suis bien deçu de mon achat!"
Marie,"5,0",25 avril 2019,"Huawei p20 lite Conforme à la description, léger, fin"
Client d'Amazon,"5,0",21 avril 2019,Le téléphone semble être de bonne qualité. Belles photos et très bonne réactivité du téléphone lors de son utilisation sur internet. Le téléphone était neuf (étiquettes au niveau de la boite). Belle couleur à l'arrière.
Bisoumat,"5,0",12 avril 2019,Très beau produit fonctionne très bien.
patrick k,"5,0",20 février 2019,Bon smartphone à petit prix aucun bug depuis son utilisation mémoire suffisante
Sandrine ,"5,0",9 avril 2019,"Très beau téléphone, reçu en 1 semaine environ il remplace mon honor 9 lite et pour le moment j'en suis très contente, un petit point négatif au debut quand on fait les reglages le clavier ne restait pas en place mais après avoir cherché et fait quelques reglages sur switkey plus aucun soucis"
nathalie,"5,0",24 décembre 2018,Fonctionne super bien. Reçu dans les temps. Coque et film protecteur fourni avec le téléphone. Alors que c’etait pas marqué.
Client Amazon,"5,0",13 avril 2019,"Excellent téléphone, ne rame pas, lecteur d'empreinte très pratique pour déverrouiller rapidement l'appareil.
Charge très bonne grâce à la technologie USB C."
Benjamin,"5,0",24 janvier 2019,acheter pour ma compagne celle-ci est totalement conquise les couleurs de l'écran sont juste magnifique et une utilisation très simple comme toujours chez Huawei cela fait maintenant des années que j'achète toujours leur téléphone qui sont toujours top.
Sophie67,"5,0",12 avril 2019,"Un magnifique téléphone, fonctionnel et efficace.
Livraison rapide et très bien emballé."
Client d'Amazon,"4,0",9 février 2019,Appareil très agréable à utiliser très malléable des couleurs magnifique petit bémol se décharge rapidement
zigliara beatrix,"5,0",9 avril 2019,"super téléphone portable, très performant,se décharge lentement et  se recharge vite. Très bon appareil photo !"
Florence,"5,0",15 mai 2019,Trop beau et très pratique facile d'utilisation avec un méga stokage de mémoire trop bien
Laurent.B,"5,0",17 janvier 2019,"Livraison rapide.
Très bon téléphone, l'un des meilleurs dans sa gamme de prix"
pascal steyt,"5,0",18 avril 2019,Par fait a mon attentes
Client d'Amazon,"5,0",26 mai 2019,Smartphone très fonctionnel et de qualité pour le moment
Anaïs Rheims,"2,0",3 décembre 2018,"Le téléphone est très bien, mais je l'ai reçu avec la partie arrière fendue de l'appareil photo jusqu'au bas droit. Tout neuf est déjà abimé...."
Client d'Amazon,"3,0",8 mai 2019,Telephone
Dumont,"5,0",21 avril 2019,Très bon produit à recommander
Limop,"5,0",16 octobre 2018,Mon conjoint est très satisfait de cet article ce téléphone est vraiment bien léger grand comme on le souhaite comparé au prix du commerce il vaut vraiment le coup
liberale sebastien,"5,0",12 mai 2019,Produit conforme à la description juste des souci pour passer de ios à Android mais bon produit pas encore tout essayé comme la reconnaissance faciale
Client d'Amazon,"5,0",17 décembre 2018,"Il correspond aux commentaires.
Prise en main relativement facile
Belles photos le jour par contre la nuit je ne suis pas satisfaite du résultat : pas trop eu le temps de régler. J'avais mis le flash automatique ??? pas terrible à revoir."
SoFyyy,"5,0",6 juin 2019,Envoi extrêmement rapide et conforme à ce que j'ai demandé
Client Amazon,"3,0",10 février 2019,"Le téléphone plait beaucoup à mon ado. Seulement, la boite était ouverte, les deux collants de sécurité coupés très proprement donc je me demande si le téléphone est vraiment neuf. Le vendeur nie que le paquet était ouvert... C est pas très sympa."
Manu,"3,0",18 avril 2019,"J'ai 2 questions.
1 Es ce normal qu'il arrive avec  un verre trempé collé sur l'écran ayant acheté le même a mon épouse chez Darty se n'était pas le cas d'où la question est til vraiment neuf?
2 Modèle européen je doute vu que sur le porte Sim c ecrit en chinois ?"
Laetitia,"5,0",14 mai 2019,"Super ! Je ne regrette pas du tout mon achat, recharge très rapide. Autonomie très importante"
charlxtte.l,"5,0",12 janvier 2019,"Je l'utilise depuis début décembre, prise en main très pratique, le capteur d'empreinte digitale à l'arrière est un plus non négligeable. Rien à redire
Et esthétiquement je le trouve très élégant avec la coque arrière en verre"
Nikola,"4,0",25 avril 2019,"Excellent rapport qualité prix
Fonctionne parfaitement, est très réactif et intuitif.
Un Android simple d'utilisation."
geronimi stephane,"5,0",9 mai 2019,Super produit
Amaz,"5,0",19 février 2019,"Agréablement surpris  par rapport au prix que je l'ai eu , il est juste parfait, j'avais un Sumsung S7 avant, clairement il n' y a pas photo, Espace de stockage, qualité d'images, facilités d'utilisation, rapidité, Autonomie... bref ce téléphone n'a rien à envier à des  samsung et Iphone ,"
Moreel C.,"2,0",2 janvier 2019,"Téléphone très capricieux , avec une rotation de l écran qui ne fonctionne pas malgres plusieurs reboot  , a envoyer longuement en garantie ..."
Pilch Tomasz,"5,0",28 avril 2019,"Je possède déjà ce téléphone, cet achat Amazon était pour un cadeau.
Très bon téléphone pour un super prix."
Client d'Amazon,"5,0",24 février 2019,Très bien
Marie-pierre LOUPY,"5,0",29 janvier 2019,Très beau téléphone léger et facile de utilisation
Client d'Amazon,"5,0",26 janvier 2019,"Très bon rapport qualité prix
Très facile d utilisation
Bonne autonomie"
Lorenzo,"5,0",2 février 2019,Portable très fonctionnel satisfait de mon achat
CF,"3,0",25 avril 2019,"appareil photo très performant, qualité d'écoute très bonne, réception de qualité selon l'opérateur :-(
juste un regret sur la batterie qui n'est pas assez performante. moins d'une journée pour un appareil neuf."
Marjo,"5,0",20 février 2019,"Conforme à mes attentes, la qualité de l'écran est super, les photos très belle, il est fluide au niveau de la navigation, il correspond à la description faite sur le site, le must il est doté de la reconnaissance faciale"
Client d'Amazon,"5,0",3 décembre 2018,"Téléphone super. Facile d'utilisation.
Répond très bien. Rapide.
La qualité de l'appareil photo est vraiment super"
Stella,"1,0",1 mai 2019,Un peux déçu car même pas deux mois il beugue déjà
Client d'Amazon,"3,0",27 mars 2019,"Je met en garde de ne pas faire des mises à jours Huawei ou autre car vous perdez le fonctionnement de la rotation en photo ou en vidéo. A cause d'une mise faite après 2 mois de l'achat du Huawei P20 lite mon appareil ,se trouve en atelier déjà après 4 mois d'utilisation ???"
borja tony,"4,0",3 mai 2019,je suis trés satisfait de ce smarthphone ...
ROUILLARD Laëtitia,"5,0",17 avril 2019,"Un téléphone à 200€ qui vaut largement le coup voire même plus qu'un seul téléphone à 1000€. Qualité de photo, écran, réactivité irréprochables. Je recommande"
Yves Le Goasteller,"1,0",23 janvier 2019,Le téléphone est arrivé avec une panne sur la rotation de l'écran. Apparemment un soucis connu. retour du téléphone.
pehlivanian julien,"4,0",9 janvier 2019,"bien mais le haut de l’écran est cache par l'appareille frontal et la rotation automatique ne marche que d'un coté, de plus le système de notifications est différent de d'habitude ce qui peut perturber"
Orléans 45,"5,0",18 mai 2019,"Téléphone de très bonne qualité il a tout d'un grand, avant de l'acheter j'avais un doute sur cette marque mais après l'avoir tester il fonctionne aussi bien qu'un iPhone ou Samsung"
Client d'Amazon,"4,0",2 juin 2019,Très bien
delgove,"5,0",6 décembre 2018,"Utilisation personnelle, très bien
Satisfaite."
LAMBERT christophe,"4,0",22 décembre 2018,"Je suis très content de ce téléphone qui est assez intuitif et correspond bien à mes attentes. J'étais très ""htc"" mais ils se sont dégradé au fil des années. Bravo huawei, c'est adopté !"
Castet,"4,0",9 janvier 2019,"J'ai commandé ce produit pour changer de téléphone, j'ai toujours eu des IPhone et je ne suis pas déçu
Quelque petit bug quand je vais sur snapchat mais mis à part ça, très bon téléphone je recommande"
Emy,"5,0",22 novembre 2018,J adore ce téléphone je connaissais déjà cette marque je savais ce qu elle valait mais la pas déçue du tout je ne changerai plus de marque
gaubert francoise,"5,0",1 janvier 2019,"offert à mon mari pour ses 60 ans .il trouve ce portable très facile à utiliser , léger et pratique .La batterie tient plusieurs jours .joli design.Nous avons acheté une coque pour le protéger quand mème. Rapport qualité prix excellent"
Huguette H.,"2,0",23 avril 2019,"TRES MAUVAISE RECEPTION, NE CAPTE PAS LA 4G, IMPOSSIBLE UTILISER WAZE CAR EST EN RECHERCHE DE RESEAU PERMANENTE. JE RETOURNE CE PRODUIT."
Client d'Amazon,"5,0",7 mars 2019,Très bon téléphone
Clea carvalho,"5,0",3 décembre 2018,"Génial j'en suis fan... Je ne suis pas très connecté... Donc léger, facile d'utilisation, tiens la charge, jolies photos...
Parfait !"
Valentin,"5,0",23 mai 2019,"En remplacement d'un XZ, très bon rapport qualité prix, les couleur photo ne sont pas identiques mais la résolution est bonne
Rapide et léger"
Client d'Amazon,"3,0",10 juin 2019,"Je pensais pouvoir utiliser les payement sans contact mais tous les P20 lite, contrairement aux spécifications ne possèdent pas la carte NFC et ce n'est pas indiqué avant l'achat !
Sinon le téléphone fonctionne correctement."
B. Jessica,"5,0",3 mars 2019,Trésorerie contente de mon p8 lite j'ai investi dans le p20 lite et une fois de plus je ne suis pas déçue !
Jean Mierop,"5,0",7 avril 2019,Appareil qui nous convient parfaitement
Josette,"4,0",4 avril 2019,Ras
lolo,"5,0",23 octobre 2018,"Super produit, bonne qualité, rapide, facile d'utilisation et résolution de l'écran impeccable. Je recommande vivement ce produit, rapport qualité/prix rien à redire"
Client d'Amazon,"2,0",6 avril 2019,"cela fait seulement  4 mois que j'ai ce smartphone, le capteur d'empreinte digitale ne fonctionne plus.
A savoir pourquoi?"
Jean De Faulx.,"5,0",5 janvier 2019,Le top ! Mais attention pas possible pour Netflix ! Dommage de ne pas être prévenu avant. Pour le reste meilleur qualité /prix.
Client d'Amazon,"5,0",21 avril 2019,"J ai offert ce smartphone. Il l apprécié beaucoup. Il aime la grandeur de l écran, l ampreinte pr débloquer, la facilité à l utiliser, les photos... Il est très fan de cette marque car avant il avait le P8."
Julie Thevenin,"5,0",31 mars 2019,J'en suis totalement satisfaite !
agnes murcia,"3,0",21 février 2019,"beaucoup plus petit que le huawei 8 que j,avais .je m,etait abituer au 8 pour son ecran plus grand ."
Marion Cayla,"5,0",14 mai 2019,"Téléphone reçu dans les temps, carton légèrement abîmé mais ça n'a pas touché l'emballage du tel. Conforme aux attentes et fonctionne bien pour l'instant donc je recommande !"
Bourdolle,"3,0",22 mai 2019,"Super téléphone
Du retard sur la livraison. Une ouverture carte sim pas si évidente
Mais pour l'instant un bon rapport qualité prix"
ALAIN,"1,0",2 mai 2019,"J'ai reçu ma commande aujourd'hui hors la boite contenant le téléphone est ouverte, le film de protection de l'écran n'est plus la, ce n'est clairement pas un téléphone neuf alors que celui ci est vendu comme tel. Que proposais vous?"
Client d'Amazon,"5,0",30 décembre 2018,Très bon rapport qualité prix je suis passé de Samsung à huawei et je ne suis pas déçu du tout. Portable facile d'utilisation et belle qualité photo le seul bémol et peut être la batterie qui ne tient pas très longtemps mais j'ai beaucoup d'applications.
mik413,"5,0",16 janvier 2019,Le portable est parfait pour mon fils il en est content rien a dire
Bernard,"4,0",19 avril 2019,"Produit conforme à mes attentes, j'ai pu grâce à un flash code transférer toutes mes données ( de mon ancien téléphone) sur ce nouveau téléphone.
très beau produit, je le recommande."
RM,"5,0",28 décembre 2018,Livraison rapide et produit correct. Le téléphone est conforme à la description et il y avait même une coque transparente inclus. Très contente de l'achat.
Oceanne,"5,0",9 novembre 2018,"Je recommande ce téléphone
Facile, qualité photo plutôt bien, beug pas, chargement de batterie ultra rapide et tiens bien"
mag,"5,0",17 mars 2019,"Facile d'utilisation, super écran et photo"
Client d'Amazon,"5,0",26 décembre 2018,Cadeaux de Noël de mon fils nous sommes déjà client de Huawei et en sommes très satisfaits ce model que nous avons acheté correspond à notre budget du moment
Teddy76,"5,0",28 avril 2019,Parfait
JCW,"4,0",21 décembre 2018,"Prise en main rapide sauf problèmes de transfert de données d'un autre téléphone.
Téléphone ok mais livraison par Amazone inadmissible paquet jeté dans le jardin"
Boavida Laura,"5,0",14 avril 2019,"J'ai choisis ce portable pour la qualité des photos et je ne regrette pas, elles sont très jolies avec beaucoup d'options. Elles sont parfaites. Portable rapide, bonne mémoire, bonne prise en main."
kiara12,"5,0",11 janvier 2019,"Smartphone Huawei P20 Lite, très contente du téléphone, fait de très belle photo facile d'utilisation"
miika13,"5,0",14 novembre 2018,Impeccable
Romanon,"5,0",18 avril 2019,"Bonne prise en main bonne qualité d'image et de photos
Je recommande"
Virginie,"1,0",9 mars 2019,Téléphone qui ne capte pas la 4G alors que dans le descriptif il dit 4G  déplus lors que vous êtes en partage de réseau les autres peuvent utiliser le réseau mais vous sur le téléphone vous n avez plus internet . Vraiment nul comme téléphone
Guérin muriel,"5,0",2 décembre 2018,utilise surtout en téléphone et pour me tenir au courant des dernières informations  .transfert des données de l ancien téléphone asus rapide et assez complet.tient bien la charge
christian  alline,"4,0",28 mai 2019,"c'est un bon produit, je l'ai acheté au mois de décembre 2018 au mois de mai 2019 j'ai eu un soucis avec la rotation de l'écran, comme il était  sous garantie j'ai fait un échange."
Mumtobe,"5,0",7 février 2019,"Portable génial, le tactile est super, la qualité de l'appareil photo est incroyable !!! Pas déçu de mon achat !"
LA Cat,"5,0",24 octobre 2018,Conforme à ce que j'attendais. Facile à prendre en main. Super pour les photos. Fonction NFC ok.
JyuOh,"2,0",6 décembre 2018,Bien sauf qu'il présente un bug lorsque je le met sur la fixation aimant de ma voiture (fonctionnait très s bien avec mes deux anciens téléphones)... Écran noir avec un affichage décalé...
Client d'Amazon,"5,0",9 décembre 2018,"Très bon smarphone
Tient bien la charge et simple d utilisation
Je prendrai que des huawei maintenant
Thierry"
SADI Ferida,"5,0",7 janvier 2019,Utilisation personnelle du mobile Huawei. Simple à utiliser :-) Pratique à débloquer avec la reconnaissance faciale surtout quand on est très occupé. Je le recommande autant pour une utilisation personnelle et professionnelle.
Gastard,"1,0",10 mars 2019,"L’article ne répond pas à sa description. Il n’est pas dual sim.
Je suis très mécontent."
